# Constructed from biom file
#OTU ID	10777.000066307.R1	10777.000066317.R1	10777.000066272.R1	10777.000066262.R1	10777.000066235.R1	10777.000066261.R1	10777.000066240.R1	10777.000066260.R1	10777.000066293.R1	10777.000066274.R1	10777.000066249.R1	10777.000066282.R1	10777.000066318.R1	10777.000066328.R1	10777.000066239.R1	10777.000066327.R1	10777.000066314.R1	10777.000066277.R1	10777.000066279.R1	10777.000066250.R1	10777.000066292.R1	10777.000066308.R1	10777.000066246.R1	10777.000066281.R1	10777.000066273.R1	10777.000066294.R1	10777.000066271.R1	10777.000066311.R1	10777.000066290.R1	10777.000066253.R1	10777.000066267.R1	10777.000066319.R1	10777.000066302.R1	10777.000066315.R1	10777.000066300.R1	10777.000066247.R1	10777.000066288.R1	10777.000066313.R1	10777.000066285.R1	10777.000066259.R1	10777.000066301.R1	10777.000066284.R1	10777.000066244.R1	10777.000066255.R1	10777.000066286.R1	10777.000066322.R1	10777.000066304.R1	10777.000066320.R1	10777.000066234.R1	10777.000066269.R1	10777.000066237.R1	10777.000066268.R1	10777.000066296.R1	10777.000066254.R1	10777.000066306.R1	10777.000066256.R1	10777.000066291.R1	10777.000066270.R1	10777.000066280.R1	10777.000066258.R1	10777.000066283.R1	10777.000066238.R1	10777.000066265.R1	10777.000066316.R1	10777.000066287.R1	10777.000066325.R1	10777.000066278.R1	10777.000066321.R1	10777.000066299.R1	10777.000066248.R1	10777.000066312.R1	10777.000066324.R1	10777.000066309.R1	10777.000066245.R1	10777.000066257.R1	10777.000066243.R1	10777.000066326.R1	10777.000066275.R1	10777.000066236.R1	10777.000066264.R1	10777.000066310.R1	10777.000066298.R1	10777.000066297.R1	10777.000066276.R1	10777.000066266.R1	10777.000066242.R1	10777.000066289.R1	10777.000066251.R1	10777.000066305.R1	10777.000066295.R1	10777.000066252.R1	10777.000066323.R1
31d3907c0249d62c68eff5f0c0fba5bd	1.0	1.0	2.0	5.0	4.0	2.0	4.0	4.0	1.0	5.0	0.0	5.0	2.0	2.0	1.0	1.0	3.0	0.0	1.0	6.0	4.0	0.0	8.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	4.0	2.0	0.0	4.0	5.0	3.0	1.0	13.0	0.0	0.0	3.0	5.0	3.0	7.0	0.0	1.0	0.0	2.0	0.0	0.0	3.0	4.0	4.0	2.0	3.0	0.0	6.0	3.0	3.0	8.0	7.0	1.0	5.0	4.0	1.0	10.0	3.0	4.0	2.0	5.0	3.0	1.0	0.0	2.0	0.0	2.0	2.0	8.0	5.0	7.0	1.0	1.0	4.0	10.0	13.0	1.0	4.0	1.0	1.0	1.0	4.0
aadc066c771a04b93dafaa40a8f7dd1a	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
b518c4898e9d39ddb3d865db081618c2	0.0	0.0	1.0	3.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0
23885d56307b44852560d856e1afb27a	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
20a0024d7a4747cf04241bc45ddea4ca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c9955c4d77600de94de83279b535bd6f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
93029132afec86c495769fbd8dd65ff2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	1.0	3.0	0.0	0.0
0d86650fe5e398d9b13a89fa25b6a69a	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bd3cd4ee1a630c6d8aa58baf268edb7b	0.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	7.0	1.0	0.0	2.0	0.0	2.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	6.0	0.0	2.0	0.0	0.0	8.0	3.0	3.0	0.0	5.0	0.0	2.0	0.0	2.0	1.0	2.0	5.0	1.0	1.0	2.0	0.0	12.0	1.0	1.0	2.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	1.0	5.0	1.0	5.0	0.0	4.0	6.0	0.0	3.0	1.0	0.0	0.0	10.0	0.0	1.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0
4f7d070fce1fe509b665839b9c261e1c	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0
cce30e0fcd309dd37cf3c97640b8a0f7	0.0	0.0	10.0	7.0	14.0	0.0	16.0	7.0	3.0	4.0	0.0	16.0	2.0	1.0	0.0	0.0	1.0	5.0	5.0	15.0	8.0	12.0	26.0	0.0	4.0	5.0	3.0	1.0	4.0	3.0	4.0	10.0	0.0	0.0	10.0	8.0	6.0	0.0	3.0	1.0	8.0	19.0	27.0	3.0	3.0	1.0	6.0	1.0	7.0	1.0	1.0	4.0	8.0	9.0	1.0	19.0	1.0	15.0	6.0	6.0	1.0	19.0	1.0	3.0	16.0	1.0	10.0	2.0	2.0	3.0	6.0	1.0	2.0	0.0	0.0	5.0	0.0	0.0	12.0	6.0	8.0	20.0	0.0	25.0	9.0	17.0	2.0	1.0	4.0	2.0	3.0	0.0
c11bde1138eb7f51d914cd1bb5f30100	0.0	1.0	2.0	3.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	4.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	2.0	1.0	2.0	2.0	9.0	3.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	3.0	2.0	0.0	1.0	0.0	0.0	1.0	4.0	2.0	0.0	2.0	0.0	1.0	5.0	1.0	1.0	4.0	1.0	0.0	0.0	0.0	3.0	0.0	1.0	1.0	8.0	2.0	0.0	2.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	5.0	0.0	1.0	1.0	0.0	1.0	0.0
333eeb7c3b5da675f6404bcd54185cd4	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	3.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
5aeff63377cc03a5815fcd5a0ee731c3	1.0	7.0	4.0	0.0	8.0	1.0	1.0	0.0	2.0	4.0	2.0	2.0	4.0	3.0	5.0	0.0	2.0	2.0	1.0	0.0	5.0	1.0	3.0	0.0	5.0	4.0	3.0	4.0	4.0	0.0	4.0	12.0	3.0	3.0	2.0	17.0	2.0	0.0	7.0	0.0	1.0	3.0	0.0	2.0	4.0	1.0	4.0	1.0	0.0	5.0	0.0	2.0	5.0	11.0	2.0	7.0	0.0	1.0	3.0	1.0	1.0	10.0	2.0	3.0	8.0	2.0	3.0	0.0	0.0	1.0	3.0	4.0	2.0	3.0	2.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	11.0	1.0	1.0	1.0	1.0	4.0	4.0
7f5ccf208f039f84a83212610f2992a0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	6.0	0.0	14.0	0.0	0.0	1.0	211.0	0.0	6.0	5.0	10.0	0.0	0.0	0.0	1.0	120.0	0.0	0.0	2.0	1.0	0.0	3.0	1.0	62.0	0.0	1.0	1.0	40.0	0.0	2.0	2.0	0.0	5.0	0.0	0.0	15.0	0.0	8.0	0.0	23.0	1.0	2.0	4.0	0.0	3.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	3.0	0.0	37.0	0.0	2.0	10.0	0.0	3.0	28.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	2.0	14.0	0.0	0.0	0.0	1.0	0.0	4.0	1.0	0.0	8.0	28.0	0.0	3.0	0.0	1.0
6c3b28b5b6342d20616c8a643af0b396	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f140b0a0e494958baea9d5d5443ef092	1.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	4.0	0.0	1.0	0.0	1.0	1.0	0.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	1.0	1.0	2.0	2.0	0.0	0.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	4.0	3.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0
925e56c65cae6ca645de5b98f0dd5028	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
53d1949b736adbb12aa02ce4a5481ca3	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
531226013a67083638da99eeaa6c8b89	1.0	1.0	0.0	1.0	3.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
f9b61c80a16264decfa549e46d36e85c	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
b8cc2b91c302958f608387a258b3cf7a	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
d9922d89754b3a143fa01c2e79aad881	1.0	2.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0
797ff21c783f0b14486e86a7e007b554	0.0	9.0	4.0	3.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	10.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c97f577ac90dee06e2b4f9a17522ef28	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
aa87c95d135ab549b57ad13359a36be5	0.0	1.0	4.0	10.0	0.0	0.0	22.0	8.0	0.0	9.0	0.0	4.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0	11.0	9.0	12.0	0.0	0.0	5.0	0.0	1.0	8.0	0.0	3.0	2.0	9.0	0.0	13.0	0.0	10.0	0.0	2.0	2.0	0.0	12.0	8.0	0.0	12.0	1.0	10.0	0.0	13.0	0.0	0.0	5.0	6.0	5.0	14.0	8.0	0.0	13.0	15.0	13.0	0.0	20.0	1.0	0.0	1.0	5.0	12.0	0.0	0.0	7.0	10.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	12.0	12.0	5.0	12.0	0.0	14.0	15.0	13.0	0.0	0.0	0.0	0.0	5.0	2.0
c695efd12ddf87e8df8b62ab396a2513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e42e3696b6f82035aaf2e58c07d3846c	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	4.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	1.0	0.0	0.0
388a3f608a968be8a363ba7865c52773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0f008cf6b828f2422dcac08c2a07b8a8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b08163ed28be5f2899ba7c24ad7751ae	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0
400868e1ee16ef647408d378d0de42b3	0.0	0.0	2.0	0.0	1.0	0.0	2.0	2.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	4.0	7.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	2.0	9.0	1.0	1.0	4.0	0.0	2.0	0.0	0.0	0.0	3.0	6.0	8.0	0.0	2.0	0.0	7.0	0.0	9.0	0.0	1.0	7.0	0.0	2.0	2.0	4.0	0.0	0.0	4.0	5.0	0.0	2.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	2.0	10.0	5.0	0.0	0.0	0.0	0.0	1.0	4.0	8.0	0.0	1.0	5.0	1.0	5.0	1.0	4.0	0.0	0.0	2.0	0.0	5.0	0.0
8c74b25e81c0790aec5aceae8b7d790f	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
